Var,VarName,VarDesc,VarCat1,VarCat2,VarCat3,VarCat4,VarCat5,VarCat6,VarCat7
MUSE_Volume_345,TEMPORAL_SUPRATEMPORAL_GM_R,TEMPORAL_SUPRATEMPORAL_GM_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_401,BASAL_GANGLIA,BASAL_GANGLIA,MRI,MUSEROI,Derived,,,,
MUSE_Volume_402,DEEP_GM,DEEP_GM,MRI,MUSEROI,Derived,,,,
MUSE_Volume_403,DEEP_WM,DEEP_WM,MRI,MUSEROI,Derived,,,,
MUSE_Volume_404,FRONTAL_GM,FRONTAL_GM,MRI,MUSEROI,Derived,,,,
MUSE_Volume_405,FRONTAL_WM,FRONTAL_WM,MRI,MUSEROI,Derived,,,,
MUSE_Volume_406,LIMBIC_GM,LIMBIC_GM,MRI,MUSEROI,Derived,,,,
MUSE_Volume_407,OCCIPITAL_GM,OCCIPITAL_GM,MRI,MUSEROI,Derived,,,,
MUSE_Volume_408,OCCIPITAL_WM,OCCIPITAL_WM,MRI,MUSEROI,Derived,,,,
MUSE_Volume_409,PARIETAL_GM,PARIETAL_GM,MRI,MUSEROI,Derived,,,,
MUSE_Volume_410,PARIETAL_WM,PARIETAL_WM,MRI,MUSEROI,Derived,,,,
MUSE_Volume_411,TEMPORAL_GM,TEMPORAL_GM,MRI,MUSEROI,Derived,,,,
MUSE_Volume_412,TEMPORAL_WM,TEMPORAL_WM,MRI,MUSEROI,Derived,,,,
MUSE_Volume_413,BASAL_GANGLIA_L,BASAL_GANGLIA_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_414,DEEP_GM_L,DEEP_GM_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_415,DEEP_WM_L,DEEP_WM_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_416,FRONTAL_GM_L,FRONTAL_GM_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_417,FRONTAL_WM_L,FRONTAL_WM_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_418,LIMBIC_GM_L,LIMBIC_GM_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_419,OCCIPITAL_GM_L,OCCIPITAL_GM_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_420,OCCIPITAL_WM_L,OCCIPITAL_WM_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_421,PARIETAL_GM_L,PARIETAL_GM_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_422,PARIETAL_WM_L,PARIETAL_WM_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_423,TEMPORAL_GM_L,TEMPORAL_GM_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_424,TEMPORAL_WM_L,TEMPORAL_WM_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_425,BASAL_GANGLIA_R,BASAL_GANGLIA_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_426,DEEP_GM_R,DEEP_GM_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_427,DEEP_WM_R,DEEP_WM_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_428,FRONTAL_GM_R,FRONTAL_GM_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_429,FRONTAL_WM_R,FRONTAL_WM_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_430,LIMBIC_GM_R,LIMBIC_GM_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_431,OCCIPITAL_GM_R,OCCIPITAL_GM_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_432,OCCIPITAL_WM_R,OCCIPITAL_WM_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_433,PARIETAL_GM_R,PARIETAL_GM_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_434,PARIETAL_WM_R,PARIETAL_WM_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_435,TEMPORAL_GM_R,TEMPORAL_GM_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_436,TEMPORAL_WM_R,TEMPORAL_WM_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_501,CORPUS_CALLOSUM,CORPUS_CALLOSUM,MRI,MUSEROI,Derived,,,,
MUSE_Volume_502,Cerebellum,Cerebellum,MRI,MUSEROI,Derived,,,,
MUSE_Volume_503,DeepStructures,DeepStructures,MRI,MUSEROI,Derived,,,,
MUSE_Volume_504,FRONTAL,FRONTAL,MRI,MUSEROI,Derived,,,,
MUSE_Volume_505,LIMBIC,LIMBIC,MRI,MUSEROI,Derived,,,,
MUSE_Volume_506,OCCIPITAL,OCCIPITAL,MRI,MUSEROI,Derived,,,,
MUSE_Volume_507,PARIETAL,PARIETAL,MRI,MUSEROI,Derived,,,,
MUSE_Volume_508,TEMPORAL,TEMPORAL,MRI,MUSEROI,Derived,,,,
MUSE_Volume_509,VENTRICLE,VENTRICLE,MRI,MUSEROI,Derived,,,,MUSEROI_Main
MUSE_Volume_510,Cerebellum_L,Cerebellum_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_511,DeepStructures_L,DeepStructures_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_512,FRONTAL_L,FRONTAL_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_513,LIMBIC_L,LIMBIC_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_514,OCCIPITAL_L,OCCIPITAL_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_515,PARIETAL_L,PARIETAL_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_516,TEMPORAL_L,TEMPORAL_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_517,VENTRICLE_L,VENTRICLE_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_518,Cerebellum_R,Cerebellum_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_519,DeepStructures_R,DeepStructures_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_520,FRONTAL_R,FRONTAL_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_521,LIMBIC_R,LIMBIC_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_522,OCCIPITAL_R,OCCIPITAL_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_523,PARIETAL_R,PARIETAL_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_524,TEMPORAL_R,TEMPORAL_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_525,VENTRICLE_R,VENTRICLE_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_601,GM,GM,MRI,MUSEROI,Derived,,,,MUSEROI_Main
MUSE_Volume_604,WM,WM,MRI,MUSEROI,Derived,,,,MUSEROI_Main
MUSE_Volume_606,GM_L,GM_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_607,WM_L,WM_L,MRI,MUSEROI,Derived,,,,
MUSE_Volume_613,GM_R,GM_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_614,WM_R,WM_R,MRI,MUSEROI,Derived,,,,
MUSE_Volume_701,TOTALBRAIN,TOTALBRAIN,MRI,MUSEROI,Derived,,,,MUSEROI_Main
MUSE_Volume_702,ICV,ICV,MRI,MUSEROI,Derived,,,,MUSEROI_Main
