Var,VarName,VarDesc,VarCat1,VarCat2,VarCat3,VarCat4,VarCat5,VarCat6,VarCat7
WMLS_Volume_701,WML_TOTALBRAIN,,MRI,WML_MUSEROI,MUSEROI_Main,,,,
WMLS_Volume_601,WML_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_604,WML_WM,,MRI,WML_MUSEROI,MUSEROI_Main,,,,
WMLS_Volume_606,WML_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_607,WML_WM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_613,WML_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_614,WML_WM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_501,WML_CORPUS_CALLOSUM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_502,WML_Cerebellum,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_503,WML_DeepStructures,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_504,WML_FRONTAL,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_505,WML_LIMBIC,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_506,WML_OCCIPITAL,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_507,WML_PARIETAL,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_508,WML_TEMPORAL,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_509,WML_VENTRICLE,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_510,WML_Cerebellum_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_511,WML_DeepStructures_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_512,WML_FRONTAL_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_513,WML_LIMBIC_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_514,WML_OCCIPITAL_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_515,WML_PARIETAL_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_516,WML_TEMPORAL_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_517,WML_VENTRICLE_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_518,WML_Cerebellum_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_519,WML_DeepStructures_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_520,WML_FRONTAL_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_521,WML_LIMBIC_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_522,WML_OCCIPITAL_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_523,WML_PARIETAL_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_524,WML_TEMPORAL_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_525,WML_VENTRICLE_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_401,WML_BASAL_GANGLIA,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_402,WML_DEEP_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_403,WML_DEEP_WM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_404,WML_FRONTAL_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_405,WML_FRONTAL_WM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_406,WML_LIMBIC_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_407,WML_OCCIPITAL_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_408,WML_OCCIPITAL_WM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_409,WML_PARIETAL_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_410,WML_PARIETAL_WM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_411,WML_TEMPORAL_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_412,WML_TEMPORAL_WM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_413,WML_BASAL_GANGLIA_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_414,WML_DEEP_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_415,WML_DEEP_WM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_416,WML_FRONTAL_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_417,WML_FRONTAL_WM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_418,WML_LIMBIC_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_419,WML_OCCIPITAL_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_420,WML_OCCIPITAL_WM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_421,WML_PARIETAL_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_422,WML_PARIETAL_WM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_423,WML_TEMPORAL_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_424,WML_TEMPORAL_WM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_425,WML_BASAL_GANGLIA_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_426,WML_DEEP_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_427,WML_DEEP_WM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_428,WML_FRONTAL_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_429,WML_FRONTAL_WM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_430,WML_LIMBIC_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_431,WML_OCCIPITAL_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_432,WML_OCCIPITAL_WM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_433,WML_PARIETAL_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_434,WML_PARIETAL_WM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_435,WML_TEMPORAL_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_436,WML_TEMPORAL_WM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_301,WML_FRONTAL_INFERIOR_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_302,WML_FRONTAL_INSULAR_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_303,WML_FRONTAL_LATERAL_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_304,WML_FRONTAL_MEDIAL_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_305,WML_FRONTAL_OPERCULAR_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_306,WML_LIMBIC_CINGULATE_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_307,WML_LIMBIC_MEDIALTEMPORAL_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_308,WML_OCCIPITAL_INFERIOR_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_309,WML_OCCIPITAL_LATERAL_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_310,WML_OCCIPITAL_MEDIAL_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_311,WML_PARIETAL_LATERAL_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_312,WML_PARIETAL_MEDIAL_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_313,WML_TEMPORAL_INFERIOR_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_314,WML_TEMPORAL_LATERAL_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_315,WML_TEMPORAL_SUPRATEMPORAL_GM,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_316,WML_FRONTAL_INFERIOR_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_317,WML_FRONTAL_INSULAR_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_318,WML_FRONTAL_LATERAL_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_319,WML_FRONTAL_MEDIAL_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_320,WML_FRONTAL_OPERCULAR_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_321,WML_LIMBIC_CINGULATE_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_322,WML_LIMBIC_MEDIALTEMPORAL_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_323,WML_OCCIPITAL_INFERIOR_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_324,WML_OCCIPITAL_LATERAL_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_325,WML_OCCIPITAL_MEDIAL_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_326,WML_PARIETAL_LATERAL_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_327,WML_PARIETAL_MEDIAL_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_328,WML_TEMPORAL_INFERIOR_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_329,WML_TEMPORAL_LATERAL_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_330,WML_TEMPORAL_SUPRATEMPORAL_GM_L,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_331,WML_FRONTAL_INFERIOR_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_332,WML_FRONTAL_INSULAR_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_333,WML_FRONTAL_LATERAL_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_334,WML_FRONTAL_MEDIAL_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_335,WML_FRONTAL_OPERCULAR_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_336,WML_LIMBIC_CINGULATE_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_337,WML_LIMBIC_MEDIALTEMPORAL_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_338,WML_OCCIPITAL_INFERIOR_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_339,WML_OCCIPITAL_LATERAL_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_340,WML_OCCIPITAL_MEDIAL_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_341,WML_PARIETAL_LATERAL_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_342,WML_PARIETAL_MEDIAL_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_343,WML_TEMPORAL_INFERIOR_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_344,WML_TEMPORAL_LATERAL_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_345,WML_TEMPORAL_SUPRATEMPORAL_GM_R,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_4,WML_3rd Ventricle,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_11,WML_4th Ventricle,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_23,WML_Right Accumbens Area,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_30,WML_Left Accumbens Area,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_31,WML_Right Amygdala,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_32,WML_Left Amygdala,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_35,WML_Brain Stem,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_36,WML_Right Caudate,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_37,WML_Left Caudate,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_38,WML_Right Cerebellum Exterior,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_39,WML_Left Cerebellum Exterior,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_40,WML_Right Cerebellum White Matter,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_41,WML_Left Cerebellum White Matter,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_47,WML_Right Hippocampus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_48,WML_Left Hippocampus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_49,WML_Right Inf Lat Vent,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_50,WML_Left Inf Lat Vent,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_51,WML_Right Lateral Ventricle,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_52,WML_Left Lateral Ventricle,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_55,WML_Right Pallidum,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_56,WML_Left Pallidum,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_57,WML_Right Putamen,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_58,WML_Left Putamen,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_59,WML_Right Thalamus Proper,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_60,WML_Left Thalamus Proper,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_61,WML_Right Ventral DC,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_62,WML_Left Ventral DC,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_71,WML_Cerebellar Vermal Lobules I-V,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_72,WML_Cerebellar Vermal Lobules VI-VII,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_73,WML_Cerebellar Vermal Lobules VIII-X,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_75,WML_Left Basal Forebrain,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_76,WML_Right Basal Forebrain,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_81,WML_frontal lobe WM right,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_82,WML_frontal lobe WM left,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_83,WML_occipital lobe WM right,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_84,WML_occipital lobe WM left,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_85,WML_parietal lobe WM right,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_86,WML_parietal lobe WM left,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_87,WML_temporal lobe WM right,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_88,WML_temporal lobe WM left,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_89,WML_fornix right,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_90,WML_fornix left,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_91,WML_anterior limb of internal capsule right,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_92,WML_anterior limb of internal capsule left,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_93,WML_posterior limb of internal capsule inc. cerebral peduncle right,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_94,WML_posterior limb of internal capsule inc. cerebral peduncle left,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_95,WML_corpus callosum,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_100,WML_Right ACgG  anterior cingulate gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_101,WML_Left ACgG  anterior cingulate gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_102,WML_Right AIns  anterior insula,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_103,WML_Left AIns  anterior insula,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_104,WML_Right AOrG  anterior orbital gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_105,WML_Left AOrG  anterior orbital gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_106,WML_Right AnG   angular gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_107,WML_Left AnG   angular gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_108,WML_Right Calc  calcarine cortex,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_109,WML_Left Calc  calcarine cortex,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_112,WML_Right CO    central operculum,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_113,WML_Left CO    central operculum,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_114,WML_Right Cun   cuneus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_115,WML_Left Cun   cuneus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_116,WML_Right Ent   entorhinal area,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_117,WML_Left Ent   entorhinal area,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_118,WML_Right FO    frontal operculum,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_119,WML_Left FO    frontal operculum,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_120,WML_Right FRP   frontal pole,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_121,WML_Left FRP   frontal pole,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_122,WML_Right FuG   fusiform gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_123,WML_Left FuG   fusiform gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_124,WML_Right GRe   gyrus rectus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_125,WML_Left GRe   gyrus rectus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_128,WML_Right IOG   inferior occipital gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_129,WML_Left IOG   inferior occipital gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_132,WML_Right ITG   inferior temporal gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_133,WML_Left ITG   inferior temporal gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_134,WML_Right LiG   lingual gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_135,WML_Left LiG   lingual gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_136,WML_Right LOrG  lateral orbital gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_137,WML_Left LOrG  lateral orbital gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_138,WML_Right MCgG  middle cingulate gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_139,WML_Left MCgG  middle cingulate gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_140,WML_Right MFC   medial frontal cortex,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_141,WML_Left MFC   medial frontal cortex,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_142,WML_Right MFG   middle frontal gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_143,WML_Left MFG   middle frontal gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_144,WML_Right MOG   middle occipital gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_145,WML_Left MOG   middle occipital gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_146,WML_Right MOrG  medial orbital gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_147,WML_Left MOrG  medial orbital gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_148,WML_Right MPoG  postcentral gyrus medial segment,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_149,WML_Left MPoG  postcentral gyrus medial segment,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_150,WML_Right MPrG  precentral gyrus medial segment,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_151,WML_Left MPrG  precentral gyrus medial segment,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_152,WML_Right MSFG  superior frontal gyrus medial segment,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_153,WML_Left MSFG  superior frontal gyrus medial segment,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_154,WML_Right MTG   middle temporal gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_155,WML_Left MTG   middle temporal gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_156,WML_Right OCP   occipital pole,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_157,WML_Left OCP   occipital pole,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_160,WML_Right OFuG  occipital fusiform gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_161,WML_Left OFuG  occipital fusiform gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_162,WML_Right OpIFG opercular part of the inferior frontal gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_163,WML_Left OpIFG opercular part of the inferior frontal gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_164,WML_Right OrIFG orbital part of the inferior frontal gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_165,WML_Left OrIFG orbital part of the inferior frontal gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_166,WML_Right PCgG  posterior cingulate gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_167,WML_Left PCgG  posterior cingulate gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_168,WML_Right PCu   precuneus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_169,WML_Left PCu   precuneus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_170,WML_Right PHG   parahippocampal gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_171,WML_Left PHG   parahippocampal gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_172,WML_Right PIns  posterior insula,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_173,WML_Left PIns  posterior insula,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_174,WML_Right PO    parietal operculum,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_175,WML_Left PO    parietal operculum,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_176,WML_Right PoG   postcentral gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_177,WML_Left PoG   postcentral gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_178,WML_Right POrG  posterior orbital gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_179,WML_Left POrG  posterior orbital gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_180,WML_Right PP    planum polare,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_181,WML_Left PP    planum polare,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_182,WML_Right PrG   precentral gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_183,WML_Left PrG   precentral gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_184,WML_Right PT    planum temporale,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_185,WML_Left PT    planum temporale,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_186,WML_Right SCA   subcallosal area,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_187,WML_Left SCA   subcallosal area,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_190,WML_Right SFG   superior frontal gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_191,WML_Left SFG   superior frontal gyrus,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_192,WML_Right SMC   supplementary motor cortex,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_193,WML_Left SMC   supplementary motor cortex,,MRI,WML_MUSEROI,,,,,
WMLS_Volume_194,WML_Right SMG   supramarginal gyrus,,MRI,WML_MUSEROI,,,,,
